/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"netSpeed.veth089fd56 = 10000"
"netBandwidth.veth089fd56 = 12500000"
"netFullDuplex.veth089fd56 = full"
"netSpeed.veth4cdc7c7 = 10000"
"netBandwidth.veth4cdc7c7 = 12500000"
"netFullDuplex.veth4cdc7c7 = full"
"netSpeed.veth5ac9023 = 10000"
"netBandwidth.veth5ac9023 = 12500000"
"netFullDuplex.veth5ac9023 = full"
"netSpeed.veth80425ff = 10000"
"netBandwidth.veth80425ff = 12500000"
"netFullDuplex.veth80425ff = full"
"netSpeed.veth8518d0d = 10000"
"netBandwidth.veth8518d0d = 12500000"
"netFullDuplex.veth8518d0d = full"
"netSpeed.veth976ff36 = 10000"
"netBandwidth.veth976ff36 = 12500000"
"netFullDuplex.veth976ff36 = full"
"netSpeed.vethb13f83f = 10000"
"netBandwidth.vethb13f83f = 12500000"
"netFullDuplex.vethb13f83f = full"
"netSpeed.vethb65a4e5 = 10000"
"netBandwidth.vethb65a4e5 = 12500000"
"netFullDuplex.vethb65a4e5 = full"
"netSpeed.vethbf54e26 = 10000"
"netBandwidth.vethbf54e26 = 12500000"
"netFullDuplex.vethbf54e26 = full"
"netSpeed.vethdd763d2 = 10000"
"netBandwidth.vethdd763d2 = 12500000"
"netFullDuplex.vethdd763d2 = full"
"netSpeed.vethe8a6377 = 10000"
"netBandwidth.vethe8a6377 = 12500000"
"netFullDuplex.vethe8a6377 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz"
"cpu_cores = 32"
"cpu_sockets = 2"
"cpu_cores_per_socket = 8"
"cpu_threads_per_core = 2"
"memory_size = 97605088"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     ), sda(INTEL SSDSCKJB48)"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,veth089fd56,veth4cdc7c7,veth5ac9023,veth80425ff,veth8518d0d,veth976ff36,vethb13f83f,vethb65a4e5,vethbf54e26,vethdd763d2,vethe8a6377,total -dD nvme0n1,nvme1n1,sda,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","25 Apr 2019 07:21:25 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/veth089fd56",,"net/veth4cdc7c7",,"net/veth5ac9023",,"net/veth80425ff",,"net/veth8518d0d",,"net/veth976ff36",,"net/vethb13f83f",,"net/vethb65a4e5",,"net/vethbf54e26",,"net/vethdd763d2",,"net/vethe8a6377",,"net/total",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/sda",,"dsk/loop0",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/sda",,"tim/loop0",,"qu/nvme0n1","qu/nvme1n1","qu/sda","qu/loop0","io/nvme0n1",,"io/nvme1n1",,"io/sda",,"io/loop0",,"memory usage",,,,"paging",
1556202614.852,48.266,3.941,47.194,0.126,0.0,0.473,4698252.0,2605180.0,910132.0,2691674.0,1550893.0,2955776.0,0.0,0.0,1544182.0,2978119.0,0.0,0.0,0.0,0.0,1304017.0,2943253.0,0.0,0.0,8458714.0,2348389.0,0.0,0.0,0.0,0.0,21888051.0,23800785.0,0.0,39436288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6816.0,0.0,0.0,0.0,0.0,0.0,0.0,13806104576.0,1668706304.0,25593344000.0,58879455232.0,0.0,0.0
1556202615.852,47.070,3.970,48.047,0.189,0.0,0.725,6472135.0,3852020.0,1215869.0,3907010.0,2337526.0,4400908.0,0.0,0.0,1871366.0,4182665.0,0.0,0.0,0.0,0.0,2236472.0,4489072.0,0.0,0.0,12749737.0,3191240.0,0.0,0.0,0.0,0.0,31888625.0,34265544.0,0.0,57856000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10023.0,0.0,0.0,0.0,0.0,0.0,0.0,13805154304.0,1668706304.0,25615781888.0,58857967616.0,0.0,0.0
1556202616.851,59.569,5.058,34.749,0.125,0.0,0.500,6482937.0,3464537.0,1267594.0,3687726.0,2209806.0,4189116.0,0.0,0.0,1798721.0,3963515.0,0.0,0.0,0.0,0.0,2232974.0,4219875.0,0.0,0.0,11470816.0,2976822.0,0.0,0.0,0.0,0.0,30103144.0,32817332.0,0.0,48582656.0,0.0,0.0,0.0,24576.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8421.0,0.0,0.0,0.0,3.0,0.0,0.0,13873127424.0,1668706304.0,25631199232.0,58774577152.0,0.0,0.0
1556202617.851,34.229,2.971,62.326,0.063,0.0,0.411,2688231.0,1824569.0,879572.0,2231251.0,803402.0,2031473.0,0.0,0.0,1368718.0,2394387.0,0.0,0.0,0.0,0.0,597094.0,2002656.0,0.0,0.0,6553999.0,1127101.0,0.0,0.0,0.0,0.0,15276987.0,16102166.0,0.0,31354880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5498.0,0.0,0.0,0.0,0.0,0.0,0.0,13895512064.0,1668706304.0,25642975232.0,58740416512.0,0.0,0.0
1556202618.852,27.264,2.892,69.272,0.127,0.0,0.445,3378366.0,2014881.0,1276778.0,2175673.0,686438.0,1775025.0,0.0,0.0,1819003.0,2497589.0,0.0,0.0,0.0,0.0,477683.0,1691740.0,0.0,0.0,5554530.0,1422322.0,0.0,0.0,0.0,0.0,15869512.0,17119780.0,0.0,28082176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4852.0,0.0,0.0,0.0,0.0,0.0,0.0,13901795328.0,1668706304.0,25653645312.0,58723463168.0,0.0,0.0
1556202619.852,23.267,2.659,73.726,0.063,0.0,0.285,3397597.0,2004133.0,1211449.0,2137913.0,636791.0,1709075.0,0.0,0.0,1932276.0,2515155.0,0.0,0.0,0.0,0.0,619987.0,1724756.0,0.0,0.0,5319285.0,1308798.0,0.0,0.0,0.0,0.0,15833868.0,17112783.0,0.0,32538624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4945.0,0.0,0.0,0.0,0.0,0.0,0.0,13910441984.0,1668706304.0,25652011008.0,58716450816.0,0.0,0.0
1556202620.852,34.197,4.235,61.094,0.158,0.0,0.316,3103497.0,1469958.0,914885.0,1797355.0,511090.0,1399098.0,0.0,0.0,1403364.0,2117988.0,0.0,0.0,0.0,0.0,452041.0,1390504.0,0.0,0.0,4428447.0,1333759.0,0.0,0.0,0.0,0.0,12823878.0,14257422.0,0.0,19308544.0,0.0,0.0,0.0,18313216.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,1252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3499.0,0.0,0.0,0.0,38.0,0.0,0.0,13918400512.0,1668706304.0,25658707968.0,58701795328.0,0.0,0.0
1556202621.852,23.357,3.192,72.977,0.063,0.0,0.411,2681659.0,2100975.0,1026942.0,1713714.0,801318.0,1635309.0,0.0,0.0,1560244.0,1943522.0,0.0,0.0,0.0,0.0,727743.0,1613164.0,0.0,0.0,4718250.0,998972.0,0.0,0.0,0.0,0.0,14270831.0,14865789.0,0.0,21934080.0,0.0,0.0,0.0,77824.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3685.0,0.0,0.0,0.0,8.0,0.0,0.0,13934030848.0,1668706304.0,25670266880.0,58674606080.0,0.0,0.0
1556202622.851,20.659,2.915,75.982,0.063,0.0,0.380,3007945.0,1654391.0,932939.0,1756951.0,621816.0,1476793.0,0.0,0.0,1542240.0,2096906.0,0.0,0.0,0.0,0.0,611545.0,1491614.0,0.0,0.0,4425788.0,1180283.0,0.0,0.0,0.0,0.0,13398173.0,14658213.0,0.0,19202048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3468.0,0.0,0.0,0.0,0.0,0.0,0.0,13936238592.0,1668706304.0,25677205504.0,58665459712.0,0.0,0.0
1556202623.851,29.734,2.755,67.099,0.095,0.0,0.317,3349403.0,1995754.0,983739.0,2025257.0,809246.0,1804637.0,0.0,0.0,1720827.0,2345767.0,0.0,0.0,0.0,0.0,733536.0,1802267.0,0.0,0.0,5294492.0,1285737.0,0.0,0.0,0.0,0.0,15546485.0,16766023.0,0.0,22573056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3886.0,0.0,0.0,0.0,0.0,0.0,0.0,14015270912.0,1668706304.0,25683927040.0,58579705856.0,0.0,0.0
1556202624.851,20.363,2.788,76.347,0.063,0.0,0.439,2804993.0,1427797.0,998189.0,1791183.0,588878.0,1573353.0,0.0,0.0,1338687.0,2079578.0,0.0,0.0,0.0,0.0,450666.0,1498822.0,0.0,0.0,4738454.0,1165988.0,0.0,0.0,0.0,0.0,12938004.0,14214385.0,0.0,21225472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3835.0,0.0,0.0,0.0,0.0,0.0,0.0,14028484608.0,1668706304.0,25691553792.0,58558865408.0,0.0,0.0
1556202625.852,28.725,2.967,67.740,0.063,0.0,0.505,2793175.0,1978316.0,927692.0,1599111.0,831646.0,1503080.0,0.0,0.0,1427750.0,1823758.0,0.0,0.0,0.0,0.0,782498.0,1508388.0,0.0,0.0,4097706.0,1033327.0,0.0,0.0,0.0,0.0,13433359.0,14180028.0,0.0,22560768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3741.0,0.0,0.0,0.0,0.0,0.0,0.0,14033190912.0,1668706304.0,25699782656.0,58545930240.0,0.0,0.0
1556202626.852,19.930,2.309,77.349,0.063,0.0,0.348,2595898.0,1615605.0,1158581.0,1678965.0,347821.0,1084553.0,0.0,0.0,1717420.0,1977226.0,0.0,0.0,0.0,0.0,312231.0,1088363.0,0.0,0.0,3606244.0,916666.0,0.0,0.0,0.0,0.0,11918863.0,12820424.0,0.0,16588800.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2886.0,0.0,0.0,0.0,3.0,0.0,0.0,14045032448.0,1668706304.0,25706405888.0,58527465472.0,0.0,0.0
1556202627.851,31.791,2.896,64.715,0.063,0.0,0.535,3723595.0,1972726.0,1123848.0,2030137.0,818988.0,1724072.0,0.0,0.0,1672830.0,2526573.0,0.0,0.0,0.0,0.0,743967.0,1705756.0,0.0,0.0,4918221.0,1325302.0,0.0,0.0,0.0,0.0,15692212.0,17303210.0,0.0,23085056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4130.0,0.0,0.0,0.0,0.0,0.0,0.0,14081548288.0,1668706304.0,25713467392.0,58483888128.0,0.0,0.0
1556202628.852,33.523,3.767,62.013,0.127,0.0,0.570,3593609.0,2375872.0,1093778.0,2313834.0,970627.0,2230321.0,0.0,0.0,2125860.0,2694061.0,0.0,0.0,0.0,0.0,899815.0,2217952.0,0.0,0.0,6552970.0,1515233.0,0.0,0.0,0.0,0.0,18456031.0,19571887.0,0.0,29937664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5121.0,0.0,0.0,0.0,0.0,0.0,0.0,14111395840.0,1668706304.0,25722748928.0,58444759040.0,0.0,0.0
1556202629.852,25.842,2.990,70.696,0.063,0.0,0.409,3615632.0,2196674.0,1214992.0,2188245.0,801030.0,1856693.0,0.0,0.0,2028570.0,2637218.0,0.0,0.0,0.0,0.0,751698.0,1862144.0,0.0,0.0,5569860.0,1390530.0,0.0,0.0,0.0,0.0,16963004.0,18260537.0,0.0,25669632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4465.0,0.0,0.0,0.0,0.0,0.0,0.0,14145699840.0,1668706304.0,25732292608.0,58400911360.0,0.0,0.0
1556202630.852,36.352,2.893,60.377,0.031,0.0,0.346,3151958.0,1771152.0,1147741.0,1843247.0,583314.0,1413470.0,0.0,0.0,1666186.0,2177550.0,0.0,0.0,0.0,0.0,586358.0,1481885.0,0.0,0.0,4307269.0,1191098.0,0.0,0.0,0.0,0.0,13890024.0,15165421.0,0.0,19468288.0,0.0,0.0,0.0,17240064.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405.0,0.0,0.0,0.0,31.0,0.0,0.0,14235545600.0,1668706304.0,25739759616.0,58303598592.0,0.0,0.0
1556202631.852,26.983,3.823,68.847,0.032,0.0,0.316,2953642.0,1882469.0,900198.0,1778295.0,770546.0,1690446.0,0.0,0.0,1656361.0,2121292.0,0.0,0.0,0.0,0.0,717609.0,1638412.0,0.0,0.0,4752671.0,1111011.0,0.0,0.0,0.0,0.0,14301435.0,15262938.0,0.0,22155264.0,0.0,0.0,0.0,77824.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3853.0,0.0,0.0,0.0,7.0,0.0,0.0,14260629504.0,1668706304.0,25747652608.0,58270621696.0,0.0,0.0
1556202632.852,36.240,2.970,60.348,0.063,0.0,0.379,3469534.0,2115159.0,1166926.0,2079272.0,811718.0,1788074.0,0.0,0.0,1772488.0,2402030.0,0.0,0.0,0.0,0.0,793561.0,1813526.0,0.0,0.0,5245034.0,1300527.0,0.0,0.0,0.0,0.0,16075102.0,17319713.0,0.0,23912448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4159.0,0.0,0.0,0.0,0.0,0.0,0.0,14271328256.0,1668706304.0,25756332032.0,58251243520.0,0.0,0.0
1556202633.852,26.045,2.545,70.845,0.126,0.0,0.440,3328478.0,2056864.0,1191948.0,2032718.0,648417.0,1636923.0,0.0,0.0,2045337.0,2508645.0,0.0,0.0,0.0,0.0,614232.0,1649002.0,0.0,0.0,5048832.0,1243841.0,0.0,0.0,0.0,0.0,15653814.0,16822410.0,0.0,23236608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4043.0,0.0,0.0,0.0,0.0,0.0,0.0,14280056832.0,1668706304.0,25764188160.0,58234658816.0,0.0,0.0
1556202634.852,27.778,3.567,68.245,0.032,0.0,0.379,2718205.0,1602058.0,931509.0,1650153.0,788808.0,1513778.0,0.0,0.0,1161870.0,1748922.0,0.0,0.0,0.0,0.0,606586.0,1419954.0,0.0,0.0,4099048.0,1030377.0,0.0,0.0,0.0,0.0,12480055.0,13507322.0,0.0,18829312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3283.0,0.0,0.0,0.0,0.0,0.0,0.0,14328983552.0,1668706304.0,25770778624.0,58179141632.0,0.0,0.0
1556202635.851,26.957,3.630,68.876,0.095,0.0,0.442,3985596.0,2343450.0,1131070.0,2290464.0,954249.0,2127765.0,0.0,0.0,1870115.0,2767706.0,0.0,0.0,0.0,0.0,1069054.0,2039695.0,0.0,0.0,6041394.0,1574299.0,0.0,0.0,0.0,0.0,18181550.0,19720970.0,0.0,26390528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4706.0,0.0,0.0,0.0,0.0,0.0,0.0,14349422592.0,1668706304.0,25778786304.0,58150694912.0,0.0,0.0
1556202636.852,41.572,3.994,53.962,0.094,0.0,0.377,3766822.0,2497740.0,1347851.0,2275962.0,881805.0,1911860.0,0.0,0.0,2405323.0,2780541.0,0.0,0.0,0.0,0.0,721897.0,1908047.0,0.0,0.0,5679941.0,1331577.0,0.0,0.0,0.0,0.0,18121428.0,19210031.0,0.0,27901952.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4807.0,0.0,0.0,0.0,3.0,0.0,0.0,14403371008.0,1668706304.0,25787883520.0,58087649280.0,0.0,0.0
1556202637.851,31.505,3.166,64.890,0.063,0.0,0.376,3459004.0,2049987.0,1001787.0,2078082.0,1020608.0,1985750.0,0.0,0.0,1334145.0,2208111.0,0.0,0.0,0.0,0.0,1042632.0,2070689.0,0.0,0.0,5571541.0,1396954.0,0.0,0.0,0.0,0.0,16224829.0,17553057.0,0.0,25587712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4415.0,0.0,0.0,0.0,0.0,0.0,0.0,14426882048.0,1668706304.0,25796960256.0,58055061504.0,0.0,0.0
1556202638.852,15.674,2.772,81.172,0.064,0.0,0.319,3116443.0,1931759.0,878085.0,1744782.0,947147.0,1772383.0,0.0,0.0,1489975.0,2097326.0,0.0,0.0,0.0,0.0,855942.0,1754490.0,0.0,0.0,4808353.0,1211487.0,0.0,0.0,0.0,0.0,14709656.0,15799146.0,0.0,22601728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3970.0,0.0,0.0,0.0,0.0,0.0,0.0,14424301568.0,1668706304.0,25806143488.0,58048458752.0,0.0,0.0
1556202639.852,45.667,4.349,49.732,0.0,0.0,0.252,3763052.0,2016880.0,1135695.0,2158088.0,670227.0,1814051.0,0.0,0.0,1763773.0,2491344.0,0.0,0.0,0.0,0.0,660882.0,1798893.0,0.0,0.0,5692141.0,1819949.0,0.0,0.0,0.0,0.0,16352597.0,17973691.0,0.0,26411008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4614.0,0.0,0.0,0.0,0.0,0.0,0.0,14523068416.0,1668706304.0,25815281664.0,57940553728.0,0.0,0.0
1556202640.852,3.330,0.817,95.822,0.031,0.0,0.0,836338.0,161043.0,5389.0,173343.0,12612.0,173739.0,0.0,0.0,16366.0,173945.0,0.0,0.0,0.0,0.0,126923.0,173446.0,0.0,0.0,694781.0,780939.0,0.0,0.0,0.0,0.0,1848958.0,2443159.0,0.0,3534848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,0.0,0.0,0.0,0.0,0.0,0.0,14521212928.0,1668706304.0,25820942336.0,57936748544.0,0.0,0.0
1556202641.852,0.094,0.250,99.656,0.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14521184256.0,1668706304.0,25821032448.0,57936687104.0,0.0,0.0
1556202642.852,0.125,0.250,99.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,36864.0,0.0,0.0,0.0,20480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,14521307136.0,1668706304.0,25821036544.0,57936560128.0,0.0,0.0
1556202643.852,0.063,0.313,99.624,0.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14520037376.0,1668706304.0,25821036544.0,57937829888.0,0.0,0.0
1556202644.852,0.783,0.501,98.715,0.0,0.0,0.0,149940.0,117760.0,0.0,0.0,138148.0,99796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138423.0,99980.0,0.0,0.0,106.0,742.0,0.0,0.0,0.0,0.0,595581.0,625683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14519402496.0,1668706304.0,25821036544.0,57938464768.0,0.0,0.0
1556202645.851,20.149,2.892,76.555,0.062,0.0,0.342,3267443.0,1657840.0,798347.0,1494782.0,485123.0,1239395.0,0.0,0.0,1467276.0,1783067.0,0.0,0.0,0.0,0.0,639184.0,1246613.0,0.0,0.0,3692625.0,1668878.0,0.0,0.0,0.0,0.0,12520717.0,14014590.0,0.0,17141760.0,0.0,0.0,0.0,14438400.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2989.0,0.0,0.0,0.0,29.0,0.0,0.0,14528610304.0,1668706304.0,25821306880.0,57928986624.0,0.0,0.0
1556202646.852,40.967,3.963,54.633,0.125,0.0,0.312,3425468.0,1921498.0,1026998.0,2318859.0,832173.0,2173849.0,0.0,0.0,1472951.0,2621201.0,0.0,0.0,0.0,0.0,749877.0,2115399.0,0.0,0.0,6654982.0,1488651.0,0.0,0.0,0.0,0.0,16731310.0,18134301.0,0.0,29745152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5330.0,0.0,0.0,0.0,0.0,0.0,0.0,14541201408.0,1668706304.0,25830776832.0,57906925568.0,0.0,0.0
1556202647.851,38.831,4.258,56.625,0.064,0.0,0.222,3554513.0,2168503.0,925272.0,2014176.0,1016197.0,2034381.0,0.0,0.0,1551812.0,2345666.0,0.0,0.0,0.0,0.0,1091255.0,2052136.0,0.0,0.0,5523181.0,1296914.0,0.0,0.0,0.0,0.0,16549499.0,17806446.0,0.0,24772608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4184.0,0.0,0.0,0.0,0.0,0.0,0.0,14566776832.0,1668706304.0,25838862336.0,57873264640.0,0.0,0.0
1556202648.851,30.540,3.578,65.254,0.094,0.0,0.534,4348740.0,2919736.0,1362463.0,2654498.0,952584.0,2336522.0,0.0,0.0,2294770.0,3159966.0,0.0,0.0,0.0,0.0,1303042.0,2361709.0,0.0,0.0,7048138.0,1740717.0,0.0,0.0,0.0,0.0,21117153.0,22412849.0,0.0,33214464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5873.0,0.0,0.0,0.0,0.0,0.0,0.0,14570848256.0,1668706304.0,25850392576.0,57857662976.0,0.0,0.0
1556202649.852,35.568,3.274,60.844,0.063,0.0,0.252,3062123.0,2111899.0,876116.0,1742838.0,927831.0,1767250.0,0.0,0.0,1379585.0,2005164.0,0.0,0.0,0.0,0.0,1043299.0,1734799.0,0.0,0.0,4752520.0,1181879.0,0.0,0.0,0.0,0.0,14792486.0,15656920.0,0.0,22360064.0,0.0,0.0,0.0,69632.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3803.0,0.0,0.0,0.0,7.0,0.0,0.0,14571859968.0,1668706304.0,25859686400.0,57847357440.0,0.0,0.0
1556202650.851,26.478,3.585,69.434,0.063,0.0,0.440,3675808.0,2383133.0,874498.0,2212064.0,1042957.0,2207603.0,0.0,0.0,1652323.0,2620347.0,0.0,0.0,0.0,0.0,1252976.0,2239158.0,0.0,0.0,6553403.0,1642195.0,0.0,0.0,0.0,0.0,18159758.0,19339023.0,0.0,28684288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4959.0,0.0,0.0,0.0,0.0,0.0,0.0,14578319360.0,1668706304.0,25869422592.0,57831161856.0,0.0,0.0
1556202651.851,46.339,5.452,47.448,0.158,0.0,0.602,4480375.0,2662839.0,1313763.0,2630084.0,1232763.0,2526161.0,0.0,0.0,1938688.0,2957049.0,0.0,0.0,0.0,0.0,1143492.0,2467498.0,0.0,0.0,7045104.0,1779233.0,0.0,0.0,0.0,0.0,20698851.0,22368249.0,0.0,132694016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975.0,0.0,0.0,0.0,0.0,0.0,0.0,14649950208.0,1668706304.0,25963917312.0,57665036288.0,0.0,0.0
1556202652.852,49.575,6.173,43.213,0.598,0.0,0.441,4610135.0,2957428.0,1253363.0,2813199.0,1120587.0,2670049.0,0.0,0.0,2266240.0,3354558.0,0.0,0.0,0.0,0.0,1325491.0,2671443.0,0.0,0.0,8026534.0,1973339.0,0.0,0.0,0.0,0.0,22450981.0,23951556.0,0.0,306872320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11137.0,0.0,0.0,0.0,0.0,0.0,0.0,14733475840.0,1668706304.0,26236747776.0,57308680192.0,0.0,0.0
